,lat,lon,ref,name,description,gbfs:name,gbfs:station_id,capacity,amenity,brand,brand:ja,brand:wikidata,brand:website,gbfs:system_id,authentication:app,fee,lat_label,lon_label
530,35.714077,139.61694,O3-08,NTT井草ビル第２ポート,,O3-08.NTT井草ビル第２ポート,737,3,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,1
531,35.714151,139.61693,O3-09,NTT井草ビル第3ポート,,O3-09.NTT井草ビル第3ポート,738,7,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,1
532,35.716265,139.618954,O3-10,メゾンパークス,,O3-10.メゾンパークス,739,8,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,1
533,34.64632,135.49659,I-06,ローソン鶴見橋一丁目店,,I-06.ローソン鶴見橋一丁目店,742,4,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,0,0
534,35.668673,139.702816,M4-16,神宮前6丁目,,M4-16.神宮前6丁目,744,0,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,1,1
535,35.181687,136.894852,175,名鉄協商パーキング三の丸１丁目,,175.名鉄協商パーキング三の丸１丁目,746,3,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,1,1
536,35.163027,136.897776,176,名鉄協商パーキング伏見南第2,,176.名鉄協商パーキング伏見南第2,747,5,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,0,1
537,35.189531,136.89655,177,名鉄協商パーキング数寄屋町,,177.名鉄協商パーキング数寄屋町,748,4,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,1,1
538,35.688074,139.838932,H1-167,大島八丁目公園,,H1-167.大島八丁目公園,749,12,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,2
539,35.68642,139.836151,H1-168,大島五丁目公園,,H1-168.大島五丁目公園,759,12,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,2
540,35.656647,139.758301,C1-76,浜松町駅北口交通広場(ハマサイト前),,C1-76.浜松町駅北口交通広場(ハマサイト前),760,16,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,1,2
541,35.707877,139.618926,O3-11,ハイリビング関根,,O3-11.ハイリビング関根,761,7,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,1
542,35.629807,139.662398,J1-52,駒沢一丁目公園前,,J1-52.駒沢一丁目公園前,763,10,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,1,1
543,35.678291,139.78157,B2-18,旭ビルディング,,B2-18.旭ビルディング,764,12,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,2,2
544,35.665466,139.748014,C1-75,虎ノ門PFビル,,C1-75.虎ノ門PFビル,765,6,bicycle_rental,Docomo Bike Share,ドコモ・バイクシェア,Q55533296,https://docomo-cycle.jp/,docomo-cycle,yes,yes,1,2
